ETH year AD,ETH delta14C,ETH delta14C_sig,QL year AD,QL delta14C,QL delta14C_sig,year,d14c,sig_d14c
1445,7.234705693,1.677753476, , , ,1445,7.234705693,1.677753476
1446,5.632132466,1.740379304, , , ,1446,5.632132466,1.740379304
1447,7.703009,1.242799696, , , ,1447,7.703009,1.242799696
1448,8.750436967,1.900591963, , , ,1448,8.750436967,1.900591963
1449,7.95097445,1.253371881, , , ,1449,7.95097445,1.253371881
1450,9.75802788,1.890895083, , , ,1450,9.75802788,1.890895083
1451,7.492141524,1.959295373, , , ,1451,7.492141524,1.959295373
1452,7.295987088,1.884615291, , , ,1452,7.295987088,1.884615291
1453,8.691554835,1.883170503, , , ,1453,8.691554835,1.883170503
1454,7.716077964,1.6732195, , , ,1454,7.716077964,1.6732195
1455,6.219350648,1.308109719, , , ,1455,6.219350648,1.308109719
1456,6.355130837,1.661499255, , , ,1456,6.355130837,1.661499255
1457,7.937484152,1.354526997, , , ,1457,7.937484152,1.354526997
1458,9.079570515,1.29133605, , , ,1458,9.079570515,1.29133605
1459,9.739317245,1.660243085, , , ,1459,9.739317245,1.660243085
1460,8.900780225,1.214273547, , , ,1460,8.900780225,1.214273547
1461,11.54849089,1.67245212, , , ,1461,11.54849089,1.67245212
1462,10.62043777,1.28535851, , , ,1462,10.62043777,1.28535851
1463,13.20505755,1.924962342, , , ,1463,13.20505755,1.924962342
1464,10.58831617,1.669044889, , , ,1464,10.58831617,1.669044889
1465,8.222676773,1.990344093, , , ,1465,8.222676773,1.990344093
1466,8.189877498,1.657963265, , , ,1466,8.189877498,1.657963265
1467,10.60843797,1.872170665, , , ,1467,10.60843797,1.872170665
1468,10.99108294,1.244783364, , , ,1468,10.99108294,1.244783364
1469,10.78248786,1.664035542, , , ,1469,10.78248786,1.664035542
1470,9.42346442,1.675340963, , , ,1470,9.42346442,1.675340963
1471,8.950603019,1.677945347, , , ,1471,8.950603019,1.677945347
1472,7.456457395,1.659507585, , , ,1472,7.456457395,1.659507585
1473,7.821687553,1.659076992, , , ,1473,7.821687553,1.659076992
1474,11.53537742,1.675758323, , , ,1474,11.53537742,1.675758323
1475,11.19100334,1.701621111, , , ,1475,11.19100334,1.701621111
1476,12.96314598,1.696849235, , , ,1476,12.96314598,1.696849235
1477,12.44094782,1.708541032, , , ,1477,12.44094782,1.708541032
1478,9.759960661,1.681125263, , , ,1478,9.759960661,1.681125263
1479,8.636142833,1.715967284, , , ,1479,8.636142833,1.715967284
1480,12.74762868,1.697658518, , , ,1480,12.74762868,1.697658518
1481,11.14515036,1.335915866, , , ,1481,11.14515036,1.335915866
1482,11.5517758,1.324427617, , , ,1482,11.5517758,1.324427617
1483,8.593908063,1.331603123, , , ,1483,8.593908063,1.331603123
1484,12.16171121,2.047765878, , , ,1484,12.16171121,2.047765878
1485,11.22097434,1.338505446, , , ,1485,11.22097434,1.338505446
1486,11.32166225,1.351220345, , , ,1486,11.32166225,1.351220345
1487,9.374066825,1.380173918, , , ,1487,9.374066825,1.380173918
1488,10.92777945,1.323780172, , , ,1488,10.92777945,1.323780172
1489,11.83921449,1.339844285, , , ,1489,11.83921449,1.339844285
1490,11.75687715,1.341479801, , , ,1490,11.75687715,1.341479801
1491,11.00206864,1.383476971, , , ,1491,11.00206864,1.383476971
1492,10.74754649,1.333561384, , , ,1492,10.74754649,1.333561384
1493,11.81013466,1.567115814, , , ,1493,11.81013466,1.567115814
1494,12.41673037,1.555524558, , , ,1494,12.41673037,1.555524558
1495,10.35264556,1.546785795, , , ,1495,10.35264556,1.546785795
1496,11.17471862,1.555223336, , , ,1496,11.17471862,1.555223336
1497,10.66927004,1.291153674, , , ,1497,10.66927004,1.291153674
1498,9.017828047,1.540529785, , , ,1498,9.017828047,1.540529785
1499,11.01575168,2.043692232, , , ,1499,11.01575168,2.043692232
1500,11.20818013,1.510590206, , , ,1500,11.20818013,1.510590206
1501,9.741036521,1.80673001, , , ,1501,9.741036521,1.80673001
1502,8.843394107,1.882153022, , , ,1502,8.843394107,1.882153022
1503,10.30426602,1.269016036, , , ,1503,10.30426602,1.269016036
1504,10.46669054,1.888073059, , , ,1504,10.46669054,1.888073059
1505,11.24258777,1.87737344, , , ,1505,11.24258777,1.87737344
1506,9.127710714,1.280286895, , , ,1506,9.127710714,1.280286895
1507,12.19884407,1.953786537, , , ,1507,12.19884407,1.953786537
1508,7.398707025,1.545875414, , , ,1508,7.398707025,1.545875414
1509,11.61075924,1.011779324, , , ,1509,11.61075924,1.011779324
1510,12.69674718,1.674935491, , , ,1510,12.69674718,1.674935491
1511,9.3593101,1.745032827, , , ,1511,9.3593101,1.745032827
1512,12.54232747,1.223269372, , , ,1512,12.54232747,1.223269372
1513,11.63527366,1.659303854, , , ,1513,11.63527366,1.659303854
1514,12.0904007,1.674809129, , , ,1514,12.0904007,1.674809129
1515,11.4908869,1.206932863, , , ,1515,11.4908869,1.206932863
1516,9.020953514,1.691546015, , , ,1516,9.020953514,1.691546015
1517,9.479427114,1.668877876, , , ,1517,9.479427114,1.668877876
1518,11.43533032,1.197816192, , , ,1518,11.43533032,1.197816192
1519,9.995092264,1.698786733, , , ,1519,9.995092264,1.698786733
1521,11.04101693,1.28579286, , , ,1521,11.04101693,1.28579286
1522,11.87442782,1.973693139, , , ,1522,11.87442782,1.973693139
1523,11.19052979,1.980264087, , , ,1523,11.19052979,1.980264087
1524,11.8810949,1.288515638, , , ,1524,11.8810949,1.288515638
1525,11.65555174,1.964712569, , , ,1525,11.65555174,1.964712569
1526,13.12061336,1.979331087, , , ,1526,13.12061336,1.979331087
1527,11.90831741,1.296006893, , , ,1527,11.90831741,1.296006893
1528,15.9768998,1.966384898, , , ,1528,15.9768998,1.966384898
1529,11.41154456,1.977952199, , , ,1529,11.41154456,1.977952199
1530,11.46738588,1.275744392, , , ,1530,11.46738588,1.275744392
1531,12.50410444,1.980861474, , , ,1531,12.50410444,1.980861474
1532,13.19797862,1.989966345, , , ,1532,13.19797862,1.989966345
1533,13.77196663,1.290975705, , , ,1533,13.77196663,1.290975705
1534,12.8554895,1.977342935, , , ,1534,12.8554895,1.977342935
1535,14.14773062,1.963231016, , , ,1535,14.14773062,1.963231016
1536,13.34106956,1.27746742, , , ,1536,13.34106956,1.27746742
1537,12.31512681,1.986695474, , , ,1537,12.31512681,1.986695474
1538,13.65871072,1.962302293, , , ,1538,13.65871072,1.962302293
1539,10.50005478,1.292194677, , , ,1539,10.50005478,1.292194677
1540,8.764026479,1.99087332, , , ,1540,8.764026479,1.99087332
1541,10.52736827,1.97280307, , , ,1541,10.52736827,1.97280307
1542,11.43048572,1.302675925, , , ,1542,11.43048572,1.302675925
1543,11.25559258,1.981524029, , , ,1543,11.25559258,1.981524029
1544,10.33441622,1.977596768, , , ,1544,10.33441622,1.977596768
1545,14.8189563,1.61829253, , , ,1545,14.8189563,1.61829253
1546,9.576212228,1.689118014, , , ,1546,9.576212228,1.689118014
1547,10.7724081,1.244226779, , , ,1547,10.7724081,1.244226779
1548,7.775367337,1.718506903, , , ,1548,7.775367337,1.718506903
1549,10.11305139,1.685893351, , , ,1549,10.11305139,1.685893351
1550,10.77654546,1.209684706, , , ,1550,10.77654546,1.209684706
1551,7.54163037,1.655261179, , , ,1551,7.54163037,1.655261179
1552,9.244679339,1.657300872, , , ,1552,9.244679339,1.657300872
1553,9.617212743,1.20701466, , , ,1553,9.617212743,1.20701466
1554,7.656604486,1.676024585, , , ,1554,7.656604486,1.676024585
1555,7.994755585,1.556230703, , , ,1555,7.994755585,1.556230703
1556,8.003444774,1.245846358, , , ,1556,8.003444774,1.245846358
1557,8.318107704,1.760104646, , , ,1557,8.318107704,1.760104646
1558,5.94500773,2.014119211, , , ,1558,5.94500773,2.014119211
1559,9.676204254,1.29301914, , , ,1559,9.676204254,1.29301914
1560,5.784373978,1.948560936, , , ,1560,5.784373978,1.948560936
1561,5.733841688,1.993916613, , , ,1561,5.733841688,1.993916613
1562,6.35656462,1.318983655, , , ,1562,6.35656462,1.318983655
1563,7.479410463,1.927919593, , , ,1563,7.479410463,1.927919593
1564,3.290504367,1.956789994, , , ,1564,3.290504367,1.956789994
1565,5.722390474,1.281452463, , , ,1565,5.722390474,1.281452463
1566,6.165298318,1.975971647, , , ,1566,6.165298318,1.975971647
1567,7.526776213,1.937493643, , , ,1567,7.526776213,1.937493643
1568,6.814280996,1.268676264, , , ,1568,6.814280996,1.268676264
1569,9.159552671,1.918017672, , , ,1569,9.159552671,1.918017672
1570,5.123076512,1.926024366, , , ,1570,5.123076512,1.926024366
1571,4.207863191,1.272625778, , , ,1571,4.207863191,1.272625778
1572,7.122192862,1.913831887, , , ,1572,7.122192862,1.913831887
1573,2.00805406,1.90414755, , , ,1573,2.00805406,1.90414755
1574,5.059323823,1.28382528, , , ,1574,5.059323823,1.28382528
1575,4.912062837,1.905765, , , ,1575,4.912062837,1.905765
1576,6.387796846,1.938738083, , , ,1576,6.387796846,1.938738083
1577,4.456316396,1.283336718, , , ,1577,4.456316396,1.283336718
1579,4.529084502,1.343371851, , , ,1579,4.529084502,1.343371851
1580,4.09774487,1.932291607, , , ,1580,4.09774487,1.932291607
1581,2.343925754,1.375241734, , , ,1581,2.343925754,1.375241734
1582,0.477488958,1.925893245, , , ,1582,0.477488958,1.925893245
1583,4.37903006,1.926457382, , , ,1583,4.37903006,1.926457382
1584,1.838178377,1.375110846, , , ,1584,1.838178377,1.375110846
1585,2.086681674,1.650076025, , , ,1585,2.086681674,1.650076025
1586,3.076717203,1.628607929, , , ,1586,3.076717203,1.628607929
1587,3.856500029,1.263340045, , , ,1587,3.856500029,1.263340045
1588,1.913603902,1.63571418, , , ,1588,1.913603902,1.63571418
1589,1.589406471,1.623660138, , , ,1589,1.589406471,1.623660138
1590,0.355173071,1.245434943, , , ,1590,0.355173071,1.245434943
1591,0.130629056,1.638430979, , , ,1591,0.130629056,1.638430979
1592,0.070619169,1.639385091, , , ,1592,0.070619169,1.639385091
1593,-1.977602354,1.257835192, , , ,1593,-1.977602354,1.257835192
1594,-1.889455528,1.626539081, , , ,1594,-1.889455528,1.626539081
1595,-1.156052081,1.625660376, , , ,1595,-1.156052081,1.625660376
1596,-1.198036522,1.273729496, , , ,1596,-1.198036522,1.273729496
1597,-2.620062017,1.649461327, , , ,1597,-2.620062017,1.649461327
1598,-0.171110943,1.652991285, , , ,1598,-0.171110943,1.652991285
1599,-2.004202589,1.280393663, , , ,1599,-2.004202589,1.280393663
1600,-2.056287258,1.653343891, , , ,1600,-2.056287258,1.653343891
1601,0.262429553,1.651609616, , , ,1601,0.262429553,1.651609616
1602,-3.097111438,1.271066376, , , ,1602,-3.097111438,1.271066376
1603,-2.030638539,1.65513072, , , ,1603,-2.030638539,1.65513072
1604,-3.997955883,1.640644173, , , ,1604,-3.997955883,1.640644173
1605,-4.402882054,1.270803882, , , ,1605,-4.402882054,1.270803882
1606,-4.625360307,1.637272216, , , ,1606,-4.625360307,1.637272216
1607,-3.081485767,1.619847826, , , ,1607,-3.081485767,1.619847826
1608,-3.432110484,1.270673521, , , ,1608,-3.432110484,1.270673521
1609,-1.387736581,1.647901441, , , ,1609,-1.387736581,1.647901441
1610,-1.010019386,1.655082791, , , ,1610,-1.010019386,1.655082791
1611,-3.215892403,1.347916462, , , ,1611,-3.215892403,1.347916462
1612,-0.909609422,1.857109236, , , ,1612,-0.909609422,1.857109236
1613,-3.115714513,1.813002681, , , ,1613,-3.115714513,1.813002681
1614,-4.85851126,1.319092678, , , ,1614,-4.85851126,1.319092678
1615,-4.230060483,1.806032737, , , ,1615,-4.230060483,1.806032737
1616,-4.965698617,1.795606407, , , ,1616,-4.965698617,1.795606407
1617,-4.22855962,1.323320843, , , ,1617,-4.22855962,1.323320843
1618,-2.135143387,1.803721265, , , ,1618,-2.135143387,1.803721265
1619,-2.650374191,1.811942419, , , ,1619,-2.650374191,1.811942419
1620,-4.257860942,1.328656084, , , ,1620,-4.257860942,1.328656084
1621,-2.532341254,1.802920462, , , ,1621,-2.532341254,1.802920462
1622,-1.052660496,1.803041137, , , ,1622,-1.052660496,1.803041137
1623,0.334057643,1.375562081, , , ,1623,0.334057643,1.375562081
1624,3.33650071,2.107853458, , , ,1624,3.33650071,2.107853458
1625,1.636501617,1.875749745, , , ,1625,1.636501617,1.875749745
1626,-0.815745457,1.333080889, , , ,1626,-0.815745457,1.333080889
1627,0.355781998,1.823661271, , , ,1627,0.355781998,1.823661271
1628,-2.160814619,1.805559239, , , ,1628,-2.160814619,1.805559239
1629,-1.876020358,1.329818207, , , ,1629,-1.876020358,1.329818207
1630,0.040590816,1.815101718, , , ,1630,0.040590816,1.815101718
1631,-1.616759899,1.797429178, , , ,1631,-1.616759899,1.797429178
1632,-1.09757857,1.313772596, , , ,1632,-1.09757857,1.313772596
1633,0.77398561,1.825087649, , , ,1633,0.77398561,1.825087649
1634,1.1434544,1.810311801, , , ,1634,1.1434544,1.810311801
1635,-1.206411498,1.77020296, , , ,1635,-1.206411498,1.77020296
1636,2.987846233,1.812863841, , , ,1636,2.987846233,1.812863841
1637,1.227212267,1.829254192, , , ,1637,1.227212267,1.829254192
1638,0.126912135,1.327142527, , , ,1638,0.126912135,1.327142527
1639,2.664532035,1.840027983, , , ,1639,2.664532035,1.840027983
1640,1.585302683,1.835369598, , , ,1640,1.585302683,1.835369598
1641,3.977114106,1.329412432, , , ,1641,3.977114106,1.329412432
1642,2.260089138,1.825224004, , , ,1642,2.260089138,1.825224004
1643,3.202916657,1.83364414, , , ,1643,3.202916657,1.83364414
1644,3.978541942,1.327856708, , , ,1644,3.978541942,1.327856708
1646,4.572759664,1.831893868, , , ,1646,4.572759664,1.831893868
1647,2.737361099,1.342207084, , , ,1647,2.737361099,1.342207084
1648,4.712606575,1.829618549, , , ,1648,4.712606575,1.829618549
1649,4.903965305,1.82892894, , , ,1649,4.903965305,1.82892894
1650,3.707086502,1.335692, , , ,1650,3.707086502,1.335692
1651,8.114169982,1.854128854, , , ,1651,8.114169982,1.854128854
1652,4.49184899,1.814523879, , , ,1652,4.49184899,1.814523879
1653,4.552440598,1.333338128, , , ,1653,4.552440598,1.333338128
1654,6.32594579,1.828665304, , , ,1654,6.32594579,1.828665304
1655,4.788763696,1.824963178, , , ,1655,4.788763696,1.824963178
1656,4.563080601,1.326990133, , , ,1656,4.563080601,1.326990133
1657,3.761149252,1.826306102, , , ,1657,3.761149252,1.826306102
1658,6.201918418,1.856788221, , , ,1658,6.201918418,1.856788221
1659,5.592703762,1.338330288, , , ,1659,5.592703762,1.338330288
1660,6.215442114,1.82979361, , , ,1660,6.215442114,1.82979361
1661,6.97262259,1.799159296, , , ,1661,6.97262259,1.799159296
1662,7.98046312,1.363823759, , , ,1662,7.98046312,1.363823759
1663,7.842271164,1.818489164, , , ,1663,7.842271164,1.818489164
1664,10.91180607,1.793993123, , , ,1664,10.91180607,1.793993123
1665,8.564388853,1.363995557, , , ,1665,8.564388853,1.363995557
1666,7.912375324,1.789510041, , , ,1666,7.912375324,1.789510041
1667,9.40943869,1.821374263, , , ,1667,9.40943869,1.821374263
1668,8.71955609,1.338484878, , , ,1668,8.71955609,1.338484878
1669,8.305748788,1.787328803, , , ,1669,8.305748788,1.787328803
1670,10.3059493,1.787095814, , , ,1670,10.3059493,1.787095814
1671,10.79526087,2.087283386, , , ,1671,10.79526087,2.087283386
1672,9.660911579,1.804333001, , , ,1672,9.660911579,1.804333001
1673,11.52397227,1.79216468, , , ,1673,11.52397227,1.79216468
1674,12.18052995,1.389764054, , , ,1674,12.18052995,1.389764054
1675,12.8176176,1.782632286, , , ,1675,12.8176176,1.782632286
1676,8.940560647,1.800263381, , , ,1676,8.940560647,1.800263381
1677,11.04973338,1.327334486, , , ,1677,11.04973338,1.327334486
1678,11.72716199,1.832479378, , , ,1678,11.72716199,1.832479378
1679,9.669738595,1.82734654, , , ,1679,9.669738595,1.82734654
1680,10.85670625,1.351170297, , , ,1680,10.85670625,1.351170297
1681,12.722754,1.818882731, , , ,1681,12.722754,1.818882731
1682,14.36651831,1.834130461, , , ,1682,14.36651831,1.834130461
1683,10.55024281,1.336277722, , , ,1683,10.55024281,1.336277722
1684,11.78469705,1.82027628, , , ,1684,11.78469705,1.82027628
1685,10.27371825,1.809254041, , , ,1685,10.27371825,1.809254041
1686,10.40604487,1.283185098, , , ,1686,10.40604487,1.283185098
1687,6.841737101,1.98230441, , , ,1687,6.841737101,1.98230441
1688,12.012735,1.954199908, , , ,1688,12.012735,1.954199908
1689,12.33003206,1.286390334, , , ,1689,12.33003206,1.286390334
1690,13.02525458,2.186438668, , , ,1690,13.02525458,2.186438668
1691,16.94713135,2.077283807, , , ,1691,16.94713135,2.077283807
1692,14.04241103,1.317448511, , , ,1692,14.04241103,1.317448511
1693,11.24237764,2.032245915, , , ,1693,11.24237764,2.032245915
1694,8.987308325,1.981492222, , , ,1694,8.987308325,1.981492222
1695,14.03090174,1.031945785, , , ,1695,14.03090174,1.031945785
1696,14.39560207,1.296670347, , , ,1696,14.39560207,1.296670347
1697,16.45318211,1.376493745, , , ,1697,16.45318211,1.376493745
1698,14.10231439,1.035254127, , , ,1698,14.10231439,1.035254127
1699,15.435153,1.294786162, , , ,1699,15.435153,1.294786162
1700,14.19917136,1.597428106, , , ,1700,14.19917136,1.597428106
1701,18.78375553,1.706604887, , , ,1701,18.78375553,1.706604887
1703,14.1562167,1.984220756, , , ,1703,14.1562167,1.984220756
1704,16.89234218,1.669333492, , , ,1704,16.89234218,1.669333492
1705,16.03971619,1.674365475, , , ,1705,16.03971619,1.674365475
1706,12.30423643,1.881271933, , , ,1706,12.30423643,1.881271933
1707,17.74258637,1.668060068, , , ,1707,17.74258637,1.668060068
1708,15.77252068,1.891610613, , , ,1708,15.77252068,1.891610613
1709,15.0914618,1.675503512, , , ,1709,15.0914618,1.675503512
1710,16.30137054,1.896718962, , , ,1710,16.30137054,1.896718962
1711,16.21117859,1.677064624, , , ,1711,16.21117859,1.677064624
1712,14.37601819,1.790667376, , , ,1712,14.37601819,1.790667376
1713,17.64489583,1.803468386, , , ,1713,17.64489583,1.803468386
1714,13.96803408,1.884316861, , , ,1714,13.96803408,1.884316861
1716,15.74191869,1.663707133, , , ,1716,15.74191869,1.663707133
1717,18.1970476,1.67859941, , , ,1717,18.1970476,1.67859941
1718,16.48984692,1.638830978, , , ,1718,16.48984692,1.638830978
1719,13.53407048,1.887814437, , , ,1719,13.53407048,1.887814437
1720,15.95234811,1.891535496, , , ,1720,15.95234811,1.891535496
1721,14.10364217,1.872154539, , , ,1721,14.10364217,1.872154539
1722,14.82357792,1.889763726, , , ,1722,14.82357792,1.889763726
1723,15.04032581,1.896666276, , , ,1723,15.04032581,1.896666276
1724,10.0923369,1.864277864, , , ,1724,10.0923369,1.864277864
1725,6.856199729,1.876895069, , , ,1725,6.856199729,1.876895069
1726,10.71571984,1.879222633, , , ,1726,10.71571984,1.879222633
1727,9.399173523,1.888375155, , , ,1727,9.399173523,1.888375155
1728,10.77566975,1.877921627, , , ,1728,10.77566975,1.877921627
1729,8.589028394,1.866076491, , , ,1729,8.589028394,1.866076491
1730,5.646229542,1.917316877, , , ,1730,5.646229542,1.917316877
1731,2.799642157,1.395457346, , , ,1731,2.799642157,1.395457346
1732,6.223420017,1.40511598, , , ,1732,6.223420017,1.40511598
1733,2.990003137,1.938646582, , , ,1733,2.990003137,1.938646582
1734,2.991857682,1.941278805, , , ,1734,2.991857682,1.941278805
1735,8.276282923,2.093596045, , , ,1735,8.276282923,2.093596045
1736,3.979896993,1.416430231, , , ,1736,3.979896993,1.416430231
1737,8.386798425,2.032080937, , , ,1737,8.386798425,2.032080937
1738,4.660272617,1.426278297, , , ,1738,4.660272617,1.426278297
1739,3.900999009,1.141351233, , , ,1739,3.900999009,1.141351233
1740,5.066493978,1.436874168, , , ,1740,5.066493978,1.436874168
1741,3.753587745,2.032844929, , , ,1741,3.753587745,2.032844929
1742,1.610851322,1.398837548, , , ,1742,1.610851322,1.398837548
1743,0.274872802,2.027167012, , , ,1743,0.274872802,2.027167012
1744,1.772348064,1.403902442, , , ,1744,1.772348064,1.403902442
1745,-0.069698153,1.397291882, , , ,1745,-0.069698153,1.397291882
1746,0.130636926,1.399697628, , , ,1746,0.130636926,1.399697628
1747,0.837099213,2.032772804, , , ,1747,0.837099213,2.032772804
1748,4.102106456,2.035940199, , , ,1748,4.102106456,2.035940199
1749,0.961046532,2.054089714, , , ,1749,0.961046532,2.054089714
1750,0.941517345,1.416354164, , , ,1750,0.941517345,1.416354164
1751,5.287189621,2.099540215, , , ,1751,5.287189621,2.099540215
1752,2.86496893,2.066201353, , , ,1752,2.86496893,2.066201353
1753,1.624999982,2.038776509, , , ,1753,1.624999982,2.038776509
1754,3.828123209,1.475345677, , , ,1754,3.828123209,1.475345677
1755,1.681581627,0.991169499, , , ,1755,1.681581627,0.991169499
1756,4.276589963,1.649420345, , , ,1756,4.276589963,1.649420345
1757,5.871880814,1.87868479, , , ,1757,5.871880814,1.87868479
1758,6.069070526,1.877725355, , , ,1758,6.069070526,1.877725355
1759,1.756512403,1.864034298, , , ,1759,1.756512403,1.864034298
1760,0.85303215,1.862323269, , , ,1760,0.85303215,1.862323269
1761,3.263259038,1.862027147, , , ,1761,3.263259038,1.862027147
1762,-2.235497497,1.187942315, , , ,1762,-2.235497497,1.187942315
1763,1.847539314,1.863178109, , , ,1763,1.847539314,1.863178109
1764,0.203232295,1.55725816, , , ,1764,0.203232295,1.55725816
1765,1.690923004,1.567298334, , , ,1765,1.690923004,1.567298334
1766,-1.209256577,1.554783674, , , ,1766,-1.209256577,1.554783674
1767,0.610503014,1.565064011, , , ,1767,0.610503014,1.565064011
1768,-0.874254503,1.127251379, , , ,1768,-0.874254503,1.127251379
1769,-1.53032402,1.132259133, , , ,1769,-1.53032402,1.132259133
1770,-2.013152735,1.631195539, , , ,1770,-2.013152735,1.631195539
1771,-4.148730919,1.613754329, , , ,1771,-4.148730919,1.613754329
1772,-1.132244732,1.649444433, , , ,1772,-1.132244732,1.649444433
1773,-2.648031603,1.637418872, , , ,1773,-2.648031603,1.637418872
1774,1.106217398,1.657742934, , , ,1774,1.106217398,1.657742934
1775,-1.650907896,1.64112347, , , ,1775,-1.650907896,1.64112347
1776,0.032218329,1.638828679, , , ,1776,0.032218329,1.638828679
1777,0.42615749,1.643389394, , , ,1777,0.42615749,1.643389394
1778,-2.939118564,1.627084999, , , ,1778,-2.939118564,1.627084999
1779,-4.655009958,1.637260212, , , ,1779,-4.655009958,1.637260212
1780,-3.88054026,1.638600611, , , ,1780,-3.88054026,1.638600611
1781,-4.813128256,1.633187099, , , ,1781,-4.813128256,1.633187099
1782,-5.223356306,1.631534545, , , ,1782,-5.223356306,1.631534545
1783,-5.552864742,1.633320129, , , ,1783,-5.552864742,1.633320129
1784,-5.9490534,1.635397084, , , ,1784,-5.9490534,1.635397084
1785,-5.069944184,1.631394735, , , ,1785,-5.069944184,1.631394735
1786,-4.43627072,1.635424209, , , ,1786,-4.43627072,1.635424209
1787,-9.547889611,1.633743765, , , ,1787,-9.547889611,1.633743765
1788,-5.859937817,1.63518217, , , ,1788,-5.859937817,1.63518217
1789,-10.50119372,1.619596797, , , ,1789,-10.50119372,1.619596797
1790,-11.08591229,1.616193327, , , ,1790,-11.08591229,1.616193327
1791,-8.551751102,1.622830876, , , ,1791,-8.551751102,1.622830876
1792,-9.837179063,1.618684026, , , ,1792,-9.837179063,1.618684026
1793,-11.91378585,1.63466787, , , ,1793,-11.91378585,1.63466787
1794,-8.537036733,1.633999092, , , ,1794,-8.537036733,1.633999092
1795,-7.604139004,1.856038748, , , ,1795,-7.604139004,1.856038748
1796,-6.111406514,1.860456212, , , ,1796,-6.111406514,1.860456212
1797,-5.712910534,1.855415503, , , ,1797,-5.712910534,1.855415503
1798,-1.859067858,1.884742135, , , ,1798,-1.859067858,1.884742135
1799,-1.749616434,1.875969448, , , ,1799,-1.749616434,1.875969448
1800,-2.80343828,1.875785217, , , ,1800,-2.80343828,1.875785217
1801,-2.36179258,1.865837854, , , ,1801,-2.36179258,1.865837854
1802,-1.372081232,1.877619464, , , ,1802,-1.372081232,1.877619464
1803,-3.604817678,1.873144901, , , ,1803,-3.604817678,1.873144901
1804,-2.912822286,1.882360335, , , ,1804,-2.912822286,1.882360335
1805,-3.702343356,1.87636029, , , ,1805,-3.702343356,1.87636029
1806,-2.719866191,1.888697713, , , ,1806,-2.719866191,1.888697713
1807,-3.656459427,1.884200951, , , ,1807,-3.656459427,1.884200951
1808,-1.779760817,1.886201806, , , ,1808,-1.779760817,1.886201806
1809,-0.055989888,1.890167236, , , ,1809,-0.055989888,1.890167236
1810,0.464852286,1.88610426, , , ,1810,0.464852286,1.88610426
1811,0.792529785,1.877930873, , , ,1811,0.792529785,1.877930873
1812,2.179823364,1.877120117, , , ,1812,2.179823364,1.877120117
1813,3.594157685,1.892309343, , , ,1813,3.594157685,1.892309343
1814,4.90255442,1.883857946, , , ,1814,4.90255442,1.883857946
1815,-2.07849409,1.862697692, , , ,1815,-2.07849409,1.862697692
1816,1.594051853,1.878544695, , , ,1816,1.594051853,1.878544695
1817,3.582518386,1.884432573, , , ,1817,3.582518386,1.884432573
1818,-0.25662007,1.890521887, , , ,1818,-0.25662007,1.890521887
1819,2.323258282,1.883372018, , , ,1819,2.323258282,1.883372018
1820,2.100462576,1.88897263, , , ,1820,2.100462576,1.88897263
1821,4.241364612,1.897831884, , , ,1821,4.241364612,1.897831884
1822,2.23087437,1.665304559, , , ,1822,2.23087437,1.665304559
1823,0.610302119,1.66374582, , , ,1823,0.610302119,1.66374582
1824,2.415128952,1.670776957, , , ,1824,2.415128952,1.670776957
1825,4.392390219,1.662274323, , , ,1825,4.392390219,1.662274323
1826,4.257876827,1.66890267, , , ,1826,4.257876827,1.66890267
1827,2.329175929,1.66514014, , , ,1827,2.329175929,1.66514014
1828,4.636321663,1.665624348, , , ,1828,4.636321663,1.665624348
1829,2.79274717,1.661993066, , , ,1829,2.79274717,1.661993066
1830,1.962155613,1.666569534, , , ,1830,1.962155613,1.666569534
1831,2.161436396,1.663683594, , , ,1831,2.161436396,1.663683594
1832,1.820160507,1.660846766, , , ,1832,1.820160507,1.660846766
1833,1.351679461,1.662687738, , , ,1833,1.351679461,1.662687738
1834,-1.788257097,1.649524156, , , ,1834,-1.788257097,1.649524156
1835,-1.750153607,1.656473342, , , ,1835,-1.750153607,1.656473342
1836,-1.310776146,1.65830001, , , ,1836,-1.310776146,1.65830001
1837,-0.050075762,1.658223615, , , ,1837,-0.050075762,1.658223615
1838,-3.986342073,1.654715333, , , ,1838,-3.986342073,1.654715333
1839,-1.58786879,1.658257431, , , ,1839,-1.58786879,1.658257431
1840,-3.951494172,1.656004755, , , ,1840,-3.951494172,1.656004755
1841,-3.029819197,1.672670021, , , ,1841,-3.029819197,1.672670021
1842,-3.632882326,1.666676319, , , ,1842,-3.632882326,1.666676319
1843,-3.781053832,1.675789266, , , ,1843,-3.781053832,1.675789266
1844,-4.434119371,1.669156313, , , ,1844,-4.434119371,1.669156313
1845,-2.860324841,1.678188631, , , ,1845,-2.860324841,1.678188631
1846,-4.22949947,1.672461796, , , ,1846,-4.22949947,1.672461796
1847,-3.207260807,1.675913873, , , ,1847,-3.207260807,1.675913873
1848,-4.209869829,1.61396547, , , ,1848,-4.209869829,1.61396547
1849,-3.503651304,1.703180369, , , ,1849,-3.503651304,1.703180369
1850,-2.718278114,0.955236083, , , ,1850,-2.718278114,0.955236083
1851,-4.301496474,1.620775424, , , ,1851,-4.301496474,1.620775424
1852,-5.891280416,1.613122187, , , ,1852,-5.891280416,1.613122187
1853,-2.840715287,1.626927702, , , ,1853,-2.840715287,1.626927702
